id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	individualCount	sex	lifeStage	occurrenceStatus	eventID	eventDate	eventTime	habitat	samplingProtocol	waterBody	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	scientificNameID	scientificName
IO/IT/CAR/00123	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/CAR/00123	IO/IT/CAR/00123	3	Male	Adult	present		2018/2019		Benthic	Hand picking	Arabian Sea	India	Agatti Island, Lakshadweep			10.83	72.19			P. Purushothaman, CMLRE	2022-08-18	Chace FAJr. (1988). The caridean shrimps (Crustacea: Decapoda) of the Albatross Philippine Expedition, 1907–1910, Part 5: family Alpheidae. Smithsonian Contributions to Zoology 466: 1–99. https://doi.org/10.5479/si.19436696.391.3	urn:lsid:marinespecies.org:taxname:210549	Alpheus frontalis
IO/IT/CAR/00124	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/CAR/00124	IO/IT/CAR/00124	1	Female	Adult	present		2018/2019		Benthic	Hand picking	Arabian Sea	India	Agatti Island, Lakshadweep			10.83	72.19			P. Purushothaman, CMLRE	2022-08-18	Chace FAJr. (1988). The caridean shrimps (Crustacea: Decapoda) of the Albatross Philippine Expedition, 1907–1910, Part 5: family Alpheidae. Smithsonian Contributions to Zoology 466: 1–99. https://doi.org/10.5479/si.19436696.391.4	urn:lsid:marinespecies.org:taxname:210544	Alpheus lottini
IO/IT/CAR/00125	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/CAR/00125	IO/IT/CAR/00125	1	Female	Adult	present		2018/2019		Benthic	Hand picking	Arabian Sea	India	Agatti Island, Lakshadweep			10.83	72.19	?sulcipalma		P. Purushothaman, CMLRE	2022-08-19	Chace FAJr. (1988). The caridean shrimps (Crustacea: Decapoda) of the Albatross Philippine Expedition, 1907–1910, Part 5: family Alpheidae. Smithsonian Contributions to Zoology 466: 1–99. https://doi.org/10.5479/si.19436696.391.5	urn:lsid:marinespecies.org:taxname:106978	Alpheus sp.
IO/IT/CAR/00126	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/CAR/00126	IO/IT/CAR/00126	1	Female	Adult	present		2018/2019		Benthic	Hand picking	Arabian Sea	India	Agatti Island, Lakshadweep			10.83	72.19			P. Purushothaman, CMLRE	2022-08-19	Mendez, O. V., Perez, A. L., Guerrero, B. M., Perez, V. A. and Chavez, E. R. (2017). A new record of Harlequin Shrimp (Malacostraca: Decapoda: Palaemonidae: Hymenocera picta Dana, 1852) in the southern Mexican Pacific Reefs. Journal of Threatened Taxa, 9(8), 10571-10576.	urn:lsid:marinespecies.org:taxname:210554	Hymenocera picta
IO/IT/ECD/00142	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00142	IO/IT/ECD/00142	1		Adult	present		2016-05-28		Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.5	73			Usha VP, CMLRE	2016-10-06	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213377	Echinothrix calamaris
IO/IT/ECD/00160	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00160	IO/IT/ECD/00160	1		Adult	present		2018-11-07		Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.844529	72.18395			Usha VP, CMLRE	2018-10-29	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:212453	Tripneustes gratilla
IO/IT/ECD/00195	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00195	IO/IT/ECD/00195	1		Adult	present		2016-12-12		Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	1	1	10.559824	72.627216			Usha VP, CMLRE	2018-10-29	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213195	Macrophiothrix longipeda
IO/IT/ECD/00196	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00196	IO/IT/ECD/00196	1		Adult	present		2016-12-12		Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	1	1	10.559824	72.627216			Usha VP, CMLRE	2018-10-29	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213193	Macrophiothrix demessa
IO/IT/ECD/00221	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00221	IO/IT/ECD/00221	1		Adult	present		2018-11-06	14:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.844529	72.18395			Usha VP, CMLRE	2018-10-29	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213299	Fromia milleporella
IO/IT/ECD/00222	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00222	IO/IT/ECD/00222	1		Adult	present		2018-11-07	11:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.844529	72.18395			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:207610	Linckia laevigata
IO/IT/ECD/00229	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00229	IO/IT/ECD/00229	1		Adult	present		2019-11-06	10:30:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:382770	Ophiocoma cynthiae
IO/IT/ECD/00230	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00230	IO/IT/ECD/00230	1		Adult	present		2019-11-06	11:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.845	72.188			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:382770	Ophiocoma cynthiae
IO/IT/ECD/00231	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00231	IO/IT/ECD/00231	2		Adult	present		2019-11-06	14:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213383	Echinometra mathaei
IO/IT/ECD/00234	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00234	IO/IT/ECD/00234	1		Adult	present		2019-12-12	14:00:00	Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	350	350	10.547	72.64			Usha VP, CMLRE	2020-06-12	St?hr, S. (2011). New records and new species of Ophiuroidea (Echinodermata) from Lifou, Loyalty Islands, New Caledonia. Zootaxa, 3089(1), 1-50.	urn:lsid:marinespecies.org:taxname:243791	Ophiomoeris obstricta
IO/IT/ECD/00235	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00235	IO/IT/ECD/00235	1		Adult	present		2019-12-12	14:00:00	Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	350	350	10.547	72.64			Usha VP, CMLRE	2020-06-12	St?hr, S. (2011). New records and new species of Ophiuroidea (Echinodermata) from Lifou, Loyalty Islands, New Caledonia. Zootaxa, 3089(1), 1-50.	urn:lsid:marinespecies.org:taxname:243791	Ophiomoeris obstricta
IO/IT/ECD/00236	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00236	IO/IT/ECD/00236	1		Adult	present		2018-11-05	09:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8779	72.2038			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:568045	Heterocentrotus mamillatus
IO/IT/ECD/00237	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00237	IO/IT/ECD/00237	1		Adult	present		2018-11-04	15:50:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.849	72.188			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213378	Echinothrix diadema
IO/IT/ECD/00238	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00238	IO/IT/ECD/00238	1		Adult	present		2018-11-04	15:50:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.849	72.188			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213375	Diadema savignyi
IO/IT/ECD/00239	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00239	IO/IT/ECD/00239	2		Adult	present		2018-11-06	10:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:212453	Tripneustes gratilla
IO/IT/ECD/00240	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00240	IO/IT/ECD/00240	7		Adult	present		2018-11-06	10:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-06-12	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1214745	Breviturma dentata
IO/IT/ECD/00242	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00242	IO/IT/ECD/00242	1		Adult	present		2018-11-04	15:50:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.849	72.188			Usha VP, CMLRE	2020-06-16	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213177	Asteropsis carinifera
IO/IT/ECD/00243	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00243	IO/IT/ECD/00243	1		Adult	present		2018-11-04	15:50:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.849	72.188			Usha VP, CMLRE	2020-06-16	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:207610	Linckia laevigata
IO/IT/ECD/00260	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00260	IO/IT/ECD/00260	1		Adult	present		2018-11-06	10:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-06-23	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:212449	Toxopneustes pileolus
IO/IT/ECD/00268	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00268	IO/IT/ECD/00268	1		Adult	present		2018-11-04	15:50:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.849	72.188			Usha VP, CMLRE	2020-10-05	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1214745	Breviturma dentata
IO/IT/ECD/00274	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00274	IO/IT/ECD/00274	1		Adult	present		2020-02-24	16:50:00	Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	1	1	10.56111	72.64722			Usha VP, CMLRE	2020-10-06	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1214745	Breviturma dentata
IO/IT/ECD/00275	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00275	IO/IT/ECD/00275	1		Adult	present		2020-02-19	16:15:00	Benthic	Hand	Arabian Sea	India	Kiltan, Lakshadweep	1	1	11.48222	73.00917			Usha VP, CMLRE	2020-10-06	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1214744	Breviturma brevipes
IO/IT/ECD/00276	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00276	IO/IT/ECD/00276	1		Adult	present		2020-02-18	16:40:00	Benthic	Hand	Arabian Sea	India	Amini, Lakshadweep	1	1	11.11889	72.71083			Usha VP, CMLRE	2020-10-06	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:212295	Culcita schmideliana
IO/IT/ECD/00334	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00334	IO/IT/ECD/00334	2		Adult	present		2019-11-06	10:30:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-10-13	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1214745	Breviturma dentata
IO/IT/ECD/00335	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00335	IO/IT/ECD/00335	1		Adult	present		2019-11-06	10:30:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-10-13	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213378	Echinothrix diadema
IO/IT/ECD/00363	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00363	IO/IT/ECD/00363	2		Adult	present		2019-05-26	11:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.8455	72.1891			Usha VP, CMLRE	2020-11-24	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:213375	Diadema savignyi
IO/IT/ECD/00368	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00368	IO/IT/ECD/00368	3		Adult	present		2018-11-06	14:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.844529	72.18395			Usha VP, CMLRE	2020-11-24	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:207607	Linckia guildingi
IO/IT/ECD/00371	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00371	IO/IT/ECD/00371	3		Adult	present		2018-11-06	14:00:00	Benthic	Hand	Arabian Sea	India	Agatti, Lakshadweep	1	1	10.844529	72.18395			Usha VP, CMLRE	2020-11-24	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:1306674	Breviturma pica
IO/IT/ECD/00382	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00382	IO/IT/ECD/00382	1		Adult	present		2019-01-15	11:00:00	Benthic	Hand	Arabian Sea	India	Mumbai	0	0	18.94242	72.79306			Usha VP, CMLRE	2020-11-27	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:459524	Aquilonastra burtoni
IO/IT/ECD/00383	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00383	IO/IT/ECD/00383	2		Adult	present		2019-01-15	11:00:00	Benthic	Hand	Arabian Sea	India	Mumbai	0	0	18.94242	72.79306			Usha VP, CMLRE	2020-11-27	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:243308	Macrophiothrix speciosa
IO/IT/ECD/00429	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/ECD/00429	IO/IT/ECD/00429	1		Adult	present		2020-02-25	17:00:00	Benthic	Hand	Arabian Sea	India	Kavaratti, Lakshadweep	1	1	10.57	72.64			Usha VP, CMLRE	2021-01-06	Clark, A. M., & Rowe, F. W. E. (1971). Monograph of shallow-water Indo-Pacific echinoderms. British Mus. (Nat. Hist.), London.	urn:lsid:marinespecies.org:taxname:125064	Amphipholis squamata
IO/IT/GAS/00026	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00026	IO/IT/GAS/00026	1	Hermaphrodite	Adult	present		2018-05-06	10:20:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-06-22	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:599477	Pleurobranchus peronii
IO/IT/GAS/00030	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00030	IO/IT/GAS/00030	1	Hermaphrodite	Adult	present		2018-05-11	10:20:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-06-28	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:224652	Dolabrifera dolabrifera
IO/IT/GAS/00031	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00031	IO/IT/GAS/00031	1	Hermaphrodite	Adult	present		2018-05-11	10:40:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-05-25	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:578708	Peltodoris murrea
IO/IT/GAS/00032	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00032	IO/IT/GAS/00032	1	Hermaphrodite	Adult	present		2018-05-19	10:40:00	Benthic	Hand picking	Arabian Sea	India	CMLRE hatchery (Agatti Island)	0	0	10.84	72.18			Sudhanshu Dixit, CMLRE	2018-05-25	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:599475	Pleurobranchus grandis
IO/IT/GAS/00033	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00033	IO/IT/GAS/00033	1	Hermaphrodite	Adult	present		2018-05-20	16:30:00	Benthic	Hand picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2018-05-25	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:140819	Pleurobranchus forskalii
IO/IT/GAS/00034	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00034	IO/IT/GAS/00034	1	Hermaphrodite	Adult	present		2018-11-04	10:10:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-11-08	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:451657	Plakobranchus ocellatus
IO/IT/GAS/00035	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00035	IO/IT/GAS/00035	1	Hermaphrodite	Adult	present		2018-11-04	10:10:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2018-11-08	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:139519	Dendrodoris nigra
IO/IT/GAS/00038	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00038	IO/IT/GAS/00038	1	Hermaphrodite	Adult	present		2018-05-20	16:40:00	Benthic	Hand picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2018-06-20	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:536542	Phestilla lugubris
IO/IT/GAS/00039	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00039	IO/IT/GAS/00039	1	Hermaphrodite	Adult	present		2018-05-20	16:45:00	Benthic	Hand picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2018-06-21	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:224662	Stylocheilus striatus
IO/IT/GAS/00040	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00040	IO/IT/GAS/00040	1	Hermaphrodite	Adult	present		2019-05-06	15:10:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-06	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:139519	Dendrodoris nigra
IO/IT/GAS/00041	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00041	IO/IT/GAS/00041	1	Hermaphrodite	Adult	present		2019-05-06	15:40:00	Benthic	Hand picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2019-06-06	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:536542	Phestilla lugubris
IO/IT/GAS/00042	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00042	IO/IT/GAS/00042	1	Hermaphrodite	Adult	present		2019-05-06	15:45:00	Benthic	Hand picking	Arabian Sea	India	Opposite Solar power Plant (Agatti Island)	0	0	10.83	72.19			Sudhanshu Dixit, CMLRE	2019-06-06	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:224662	Stylocheilus striatus
IO/IT/GAS/00043	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00043	IO/IT/GAS/00043	1	Hermaphrodite	Adult	present		2019-05-07	16:40:00	Benthic	Hand picking	Arabian Sea	India	Eastern jetty (Agatti Island)	0	0	10.86	72.2			Sudhanshu Dixit, CMLRE	2019-06-06	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:494494	Thuridilla gracilis
IO/IT/GAS/00044	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/GAS/00044	IO/IT/GAS/00044	1	Hermaphrodite	Adult	present		2019-05-08	15:30:00	Benthic	Hand picking	Arabian Sea	India	CMLRE hatchery (Agatti Island)	0	0	10.84	72.18			Sudhanshu Dixit, CMLRE	2019-06-06	Gosliner TM, Behrens DW, Valdes A. 2008. Indo Pacific Nudibranchs and Sea Slugs. Sea Challengers, pp425	urn:lsid:marinespecies.org:taxname:863427	Berthellina delicata
IO/IT/POL/00696	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POL/00696	IO/IT/POL/00696	1		Adult	present		2018-11-03	09:00:00	Benthic	Hand held Corer	Laccadive Sea	India	Agatti Island	2	2	10.84	72.18			Aiswarya Gopal, CMLRE	2019-12-12	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:209659	Lepidonotus cristatus
IO/IT/POL/00697	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POL/00697	IO/IT/POL/00697	1		Adult	present		2018-11-03	09:00:00	Benthic	Hand held Corer	Laccadive Sea	India	Agatti Island	2	2	10.84	72.18			Aiswarya Gopal, CMLRE	2019-12-12	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:209637	Iphione muricata
IO/IT/POL/00698	CMLRE	voucher specimen collections	CMLRE	PreservedSpecimen	IO/IT/POL/00698	IO/IT/POL/00698	1		Adult	present		2018-11-03	09:00:00	Benthic	Hand held Corer	Laccadive Sea	India	Agatti Island	2	2	10.84	72.18			Aiswarya Gopal, CMLRE	2019-12-12	Day JH. 1967. A Monograph on the Polychaeta of Southern Africa: Errantia and Sedentaria. British Museum 2(656): 656 Pages.	urn:lsid:marinespecies.org:taxname:333675	Iphione ovata
